County	State	Population_Density	Poverty	Infant_Mortality	Suicide	Total_Births	Total_Deaths
Stafford	KS	6	12.5	10.9	-1111.1	520	750
Stanton	KS	3	10.9		-1111.1	406	189
Stevens	KS	7	10.2	5	-1111.1	875	464
Sumner	KS	21	10.6	4.3	15.5	1622	1412
Thomas	KS	7	10.2	8.4	15.7	1065	775
Trego	KS	3	11.5		-1111.1	301	494
Wabaunsee	KS	9	7.5	0	16.4	762	682
Wallace	KS	2	13.2		-1111.1	222	205
Washington	KS	7	10.5	1.6	-1111.1	673	1021
Wichita	KS	3	11.5		-1111.1	371	226
Wilson	KS	17	13	12.3	15.8	1173	1485
Woodson	KS	7	12.6		-1111.1	359	603
Wyandotte	KS	1029	16.1	10.1	17.1	8477	4669
