County	State	Population_Density	Poverty	Infant_Mortality	Suicide	Total_Births	Total_Deaths
Juneau	AK	11	7.3	6.9	9.5	2029	678
Kenai Peninsula	AK	3	9.9	6.6	25.2	3178	1423
Ketchikan Gateway	AK	11	8.1	6.4	16.4	1960	900
Kodiak Island	AK	2	8.7	6.9	10.1	2449	496
Lake and Peninsula	AK	0	16.6		-1111.1	292	139
Matanuska-Susitna	AK	3	10.5	5.4	19.4	4111	1492
Nome	AK	0	17.4	11.2	63.8	2067	599
North Slope	AK	0	11.6	9.5	35.7	1487	333
Northwest Arctic	AK	0	17	11	67.4	1631	394
Prince of Wales-Outer Ketchikan	AK	1	13.8	9.4	15.9	849	251
Sitka	AK	3	7.7	6.6	16.7	1205	483
Skagway-Hoonah-Angoon	AK	0	11.6		-1111.1	285	161
Southeast Fairbanks	AK	0	15.7	5.8	33.1	980	322
Valdez-Cordova	AK	0	9.1	5	13.1	1315	480
Wade Hampton	AK	0	25.1	10.3	66.5	2158	358
Wrangell-Petersburg	AK	1	8.9	4.1	18	826	451
Yakutat	AK	0	10.8		-1111.1	87	44
Yukon-Koyukuk	AK	0	17.5	6.5	91.3	1211	544
Apache	AZ	6	27.5	8.1	22.2	6317	2384
Cochise	AZ	20	16.3	9.2	18.3	5121	3325
Coconino	AZ	7	15.6	5.6	19.2	9383	2809
Gila	AZ	11	17.1	8.9	21.7	3389	3150
Graham	AZ	7	20.5	6.5	13.9	2301	1323
Greenlee	AZ	4	11.2	6	19.9	1314	601
La Paz	AZ	4	17.2	12	23	2045	1954
Maricopa	AZ	395	12.8	6.4	14	171452	70409
Mohave	AZ	14	14.9	6.4	26.2	6386	6444
Navajo	AZ	11	21.4	8	26.2	8411	3558
Pima	AZ	101	14.3	7	16.2	37459	23024
Pinal	AZ	43	14.6	7.6	17.8	8189	4925
Santa Cruz	AZ	34	19.2	4.4	10.3	3867	1061
Yavapai	AZ	24	12	6	22.7	5523	6164
Yuma	AZ	33	18	6.8	7.7	9305	3345
Arkansas	AR	20	17.3	6.2	14.2	2703	2770
Ashley	AR	25	17.8	10.3	13.5	3264	2809
Baxter	AR	73	13.7	7.1	24.5	1681	3173
Benton	AR	221	10	6	13.2	7711	3902
Boone	AR	61	15.3	6.8	13.8	2061	1937
Bradley	AR	19	20.3	6.6	8.9	1513	1778
Calhoun	AR	9	14.5	17.1	-1111.1	582	710
Carroll	AR	43	15.4	7.7	14.6	3253	2396
Chicot	AR	20	27.9	8.4	9.8	1978	1878
Clark	AR	26	17.2	6.5	10	2761	2577
Clay	AR	26	17.1	9	13.1	1980	2596
Cleburne	AR	46	14.4	4.9	16.7	2257	2881
Cleveland	AR	15	14.2	2.1	12.6	1044	883
Columbia	AR	32	20.3	9.9	9	1513	1579
Conway	AR	37	16.5	8.3	14.7	2515	2325
Craighead	AR	122	15.9	9.4	12.2	5956	3909
Crawford	AR	97	14.2	8.6	15	3821	2442
Crittenden	AR	85	22.5	12.3	12.8	4459	2605
Cross	AR	31	19.6	14.2	16.4	2664	2220
Dallas	AR	13	18.7	11.9	-1111.1	1105	1351
Desha	AR	19	23.2	10.2	12	2413	1806
Drew	AR	23	18.4	7.6	13.3	2485	1923
Faulkner	AR	150	12.8	7.2	9.6	6281	3109
Franklin	AR	30	16.4	6.9	13.1	2221	1981
Fulton	AR	19	18.2	7.6	13.7	1170	1439
Garland	AR	138	16	6.9	19.3	5219	6359
Grant	AR	27	10.9	9.5	17.7	1872	1504
Greene	AR	68	15.4	10.5	19.4	2664	2021
Hempstead	AR	32	19	8.2	14	3365	2644
Hot Spring	AR	51	15	5.5	13.8	1818	1640
Howard	AR	25	15.7	5.4	12	2016	1779
Independence	AR	45	14.9	7.3	17.7	2205	1926
Izard	AR	23	18.1	10.2	12.3	1314	1988
Jackson	AR	28	20.6	9.1	14.6	2200	2527
Jefferson	AR	92	20.9	10.3	9.1	6103	4498
Johnson	AR	36	17.1	6.3	17	3104	2395
Lafayette	AR	15	20.5	10.4	15.6	1095	1138
Lawrence	AR	29	19	9.5	14.9	2251	2433
Lee	AR	19	29.1	16.2	12	1582	1461
Lincoln	AR	25	23.4	10.1	6.8	1555	1283
Little River	AR	25	15.4	7.9	21.1	1688	1532
Logan	AR	32	16.4	4.2	13.9	2874	2634
Lonoke	AR	79	10.8	7.7	11.4	3649	2289
Madison	AR	18	17	13	19.1	1712	1448
Marion	AR	28	17.1	8.1	22	1359	1763
Miller	AR	69	17.8	8	15.1	2889	1873
Mississippi	AR	53	22.3	10.5	12.5	4281	2949
Monroe	AR	15	23.2	9.6	14.6	1409	1437
Montgomery	AR	12	17.3	5.9	24.4	929	1081
Nevada	AR	15	19.3	9.5	10.3	1266	1323
Newton	AR	10	19.9	4.9	16.6	903	824
Ouachita	AR	37	18.6	10.8	6.7	1755	1951
Perry	AR	19	14.8	8.1	25.6	1210	1134
Phillips	AR	35	28.4	10.4	-1111.1	2297	1664
Pike	AR	18	15.6	12.7	-1111.1	1397	1349
Poinsett	AR	33	20.5	10.4	16	3511	3124
Polk	AR	23	19.1	9.6	15.6	2746	2523
Pope	AR	70	16.5	5.8	10.7	3651	2531
Prairie	AR	14	15.4	10	12.9	1124	1190
Pulaski	AR	475	15.1	9.8	12.5	17023	9941
Randolph	AR	28	17.2	9.1	16.8	2054	2087
St. Francis	AR	44	25.2	9.7	13.5	2273	1697
Saline	AR	126	9.4	7.1	13.8	4790	3644
Scott	AR	12	18.9	7.9	22.5	1396	1254
Searcy	AR	12	21.8	10.7	16.8	827	1118
Sebastian	AR	221	15.4	8.7	14.9	5489	3365
Sevier	AR	29	17.8	7.1	19.7	2595	1673
Sharp	AR	29	19.9	8.6	15.4	1661	2498
Stone	AR	19	18.4	6.5	11.5	1186	1375
Union	AR	43	17.7	8.2	14.7	2942	2903
Van Buren	AR	23	17	9.4	22.9	1617	2184
Washington	AR	190	13.8	5.7	12.6	8410	3625
White	AR	69	15.5	8.2	15.1	4499	3533
Woodruff	AR	14	23	9.2	10.7	1092	1306
Yell	AR	23	15.6	5.5	12.3	3044	2360
Alameda	CA	1964	10.7	4.8	7.6	65423	29143
Alpine	CA	2	13.1		-1111.1	127	85
Amador	CA	65	9.2	3.9	17.6	1288	1904
Butte	CA	131	15.8	6.2	14.8	6959	6710
Calaveras	CA	46	9.7	4.4	17.5	1601	1999
Colusa	CA	18	13	5.9	12.6	3237	1451
Contra Costa	CA	1414	7.5	4	9.4	39653	20836
Del Norte	CA	28	18.6	7.5	16.2	1475	1312
El Dorado	CA	103	7.5	4.8	14.3	5216	3584
Fresno	CA	147	20.6	6.4	8.7	44463	17288
Glenn	CA	21	15.2	3	20.3	2016	1195
Humboldt	CA	36	15.6	7.1	18.9	4369	3763
Imperial	CA	37	19.8	4.4	5.3	8203	2790
Inyo	CA	2	10.6	7.3	19.3	1998	2229
Kern	CA	93	18.2	6.2	11	36837	15524
Kings	CA	103	18.2	6.6	9.4	6813	2282
Lake	CA	52	14.8	6.5	15.5	3090	3848
Lassen	CA	8	14.9	7.2	15.8	1519	1031
Los Angeles	CA	2447	17.7	5.4	7.9	457033	181018
Madera	CA	67	18.9	5.9	11.7	6626	2782
Marin	CA	475	7.3	3.3	11.3	8467	5575
Mariposa	CA	12	11.3	7.2	11.7	1429	1678
Mendocino	CA	25	14.6	6.6	15.9	5337	4142
Merced	CA	125	18.2	6.5	8.4	12258	4432
Modoc	CA	2	16.5	9.6	19.3	957	1103
Mono	CA	4	8.7	3.9	16.3	1461	476
Monterey	CA	124	13.7	5.8	9.3	21271	7296
Napa	CA	176	7.9	3.5	7.4	4806	3847
Nevada	CA	103	8.3	2	16.8	3995	4640
Orange	CA	3785	10.6	4.7	7.6	135702	51060
Placer	CA	226	5.9	4.1	12.8	10318	6387
Plumas	CA	8	10.1	5.7	19.9	1778	2185
Riverside	CA	270	12.3	5.8	9.8	80134	39244
Sacramento	CA	1412	13.7	5.6	10.9	58592	28774
San Benito	CA	40	9.2	3.5	6.7	4617	1351
San Bernardino	CA	98	16	7.3	10.3	89760	35401
San Diego	CA	698	11.6	4.9	10.5	133137	59354
San Francisco	CA	15837	12	3.9	11	25255	18969
San Joaquin	CA	475	14.7	7.1	10	30435	13733
San Luis Obispo	CA	77	11.1	4.3	13.1	7427	6141
San Mateo	CA	1558	6.8	4.1	7.1	30483	14256
Santa Barbara	CA	146	13.1	4.3	10	17115	8732
Santa Clara	CA	1316	8.8	4	7.6	81257	26130
Santa Cruz	CA	561	11.3	4	13	10669	5098
Shasta	CA	48	13.4	6.7	19.5	5969	5509
Sierra	CA	4	9.2		-1111.1	280	365
Siskiyou	CA	7	15.5	2.7	17.3	2191	2528
Solano	CA	496	8.4	5.6	9.4	17454	7904
Sonoma	CA	296	8.8	4.4	9.4	17232	11708
Stanislaus	CA	338	14.2	7.5	10.6	23545	11061
Sutter	CA	148	12.9	3.6	13	6121	3480
Tehama	CA	21	14.8	6.4	16	3428	3110
Trinity	CA	4	14.3	8.1	20.8	1109	1436
Tulare	CA	85	21.5	6.1	8.8	22337	8117
Tuolumne	CA	27	11.5	5.4	16.9	2218	2961
Ventura	CA	431	9.8	5.5	9.1	34961	14611
Yolo	CA	183	12.1	5.2	8.9	7136	3512
Yuba	CA	106	16.7	7.5	18.2	5446	2706
Adams	CO	335	10.5	6.6	18.5	19783	6700
Alamosa	CO	21	18.4	11.5	20.5	2312	1164
Arapahoe	CO	659	7.9	5	16.5	23114	8722
Archuleta	CO	9	11	6.5	24.4	977	497
Baca	CO	2	15.9		-1111.1	415	636
Bent	CO	4	19.3	11.5	-1111.1	674	686
Boulder	CO	378	9.5	4.9	14.3	11271	4334
Broomfield	CO	-2222	5.1		-2222.2	-2222.2	-2222.2
Chaffee	CO	17	11.6	3.3	23.9	1348	1421
Cheyenne	CO	1	11.1		-1111.1	245	224
Clear Creek	CO	23	6.8	7.9	21.6	1008	427
Conejos	CO	7	19.6	8.1	19.9	1231	749
Costilla	CO	3	21.6	14.8	35.5	452	391
Crowley	CO	7	25.5		-1111.1	453	444
Custer	CO	5	11		-1111.1	323	187
Delta	CO	26	13.2	6.9	27.8	1595	1640
Denver	CO	3638	15.1	6.7	14.2	34354	13530
Dolores	CO	2	12.1		-1111.1	197	177
Douglas	CO	297	2.2	4.2	10.4	11590	1576
Eagle	CO	28	6.4	3.9	16.4	3879	375
Elbert	CO	12	5.5	3.7	17.8	2086	749
El Paso	CO	266	10.4	6.5	17.4	25590	9662
Fremont	CO	31	14	8.8	21.6	2159	2460
Garfield	CO	17	8.5	6.5	18	4022	1368
Gilpin	CO	33	5.8		33.8	486	179
Grand	CO	7	7.6	1.6	14.2	1376	510
Gunnison	CO	4	11.7	8.3	16.4	1429	580
Hinsdale	CO	1	9.3		-1111.1	69	30
Huerfano	CO	5	19.2	6.4	17.6	680	932
Jackson	CO	1	13.1		-1111.1	152	116
Jefferson	CO	682	6.8	5.5	16.1	19626	10089
Kiowa	CO	1	10.3		-1111.1	161	182
Kit Carson	CO	4	13.2	9.1	19.9	854	732
Lake	CO	21	11.6	11.7	20.3	1208	376
La Plata	CO	28	10.6	4.4	19.9	2283	1233
Larimer	CO	105	9.3	5.6	15.4	10023	4640
Las Animas	CO	3	15.4	3.4	20.2	1677	1794
Lincoln	CO	2	15.1	1.9	15.8	574	593
Logan	CO	11	12.8	7	12.3	2536	1875
Mesa	CO	39	11.1	6.6	19.8	4709	3598
Mineral	CO	1	9.5		-1111.1	56	56
Moffat	CO	3	9.5	5.7	25.5	1701	884
Montezuma	CO	12	14.9	6.7	21.6	3176	2225
Montrose	CO	17	12.3	4.4	18.8	2276	1620
Morgan	CO	22	12.8	7.5	16.9	2393	1233
Otero	CO	15	17.8	6.2	17.4	2904	2394
Ouray	CO	8	7.6		-1111.1	307	190
Park	CO	8	7.2	5.8	16.5	1522	524
Phillips	CO	7	10.8	11	-1111.1	597	540
Pitkin	CO	15	5.2	2.9	18.4	1514	352
Prowers	CO	8	17.4	7.7	12.3	2291	1273
Pueblo	CO	63	15.2	7.6	21.2	6076	4442
Rio Blanco	CO	2	9.2	8.1	20	680	459
Rio Grande	CO	13	16.6	4.7	18.9	1644	1209
Routt	CO	9	6.3	5.5	14.5	1999	654
Saguache	CO	2	20.5	3.8	-1111.1	875	408
San Juan	CO	1	13.4		-1111.1	58	34
San Miguel	CO	6	8.7	0	-1111.1	663	137
Sedgwick	CO	5	11.1		-1111.1	308	416
Summit	CO	41	6.4	5.6	8.7	2726	357
Teller	CO	39	7.6	5.7	22.6	2124	838
Washington	CO	2	10.8		-1111.1	533	552
Weld	CO	57	10.3	7.3	12.3	10549	3637
Yuma	CO	4	12.1	8.8	13.4	1237	1044
Fairfield	CT	1443	7.3	5.3	6.3	36336	21011
Hartford	CT	1193	9.2	6.3	7.6	31212	23682
Litchfield	CT	207	5.5	4.3	10.1	5753	5035
Middlesex	CT	442	5.1	4.6	7.4	5412	4058
New Haven	CT	1398	9.4	6.8	7.6	30738	23078
New London	CT	400	6.6	6.7	10.8	9768	6873
Tolland	CT	360	5.3	4.8	6.5	4349	2682
Windham	CT	226	8.1	5.3	10.4	3954	3157
Kent	DE	244	10.6	11	11	5835	3342
New Castle	DE	1227	8.2	9.4	11.1	21109	12346
Sussex	DE	188	10	8.5	11.2	6224	5355
Washington	DC	8966	17.5	10.9	6	22742	17375
Alachua	FL	256	16.1	11	16.3	7354	4724
Baker	FL	42	13.7	8.9	11.9	3298	1767
Bay	FL	212	12.8	12.6	15.4	5960	4363
Bradford	FL	96	16.2	10.4	13.4	3089	2622
Brevard	FL	522	10.1	6.5	17.5	14613	16256
Broward	FL	1475	12.5	6.5	13.3	67007	48248
Calhoun	FL	23	18.1	9.8	13.1	1460	1389
Charlotte	FL	227	9.3	7.1	18.7	3079	6574
Citrus	FL	230	12.4	6.2	18.7	2587	6345
Clay	FL	285	7.4	7.6	16.6	5904	3518
Collier	FL	152	9.6	5.5	11.7	10814	7318
Columbia	FL	80	15.6	10.9	12.6	3868	3210
DeSoto	FL	56	18.3	7.7	9	2202	1504
Dixie	FL	21	18.6	11	21.3	1581	1475
Duval	FL	1068	12.8	10.3	14.5	36661	20511
Escambia	FL	448	15.7	11.4	12.5	11766	8692
Flagler	FL	158	8.2	7.1	12.1	2240	3281
Franklin	FL	19	14.6	19.6	12.2	1074	1249
Gadsden	FL	90	18	15.6	9.6	3531	2273
Gilchrist	FL	47	14.2	10	19.7	1658	1391
Glades	FL	15	13.1	4.2	15.6	805	1009
Gulf	FL	25	15.4	13.6	14.3	1307	1534
Hamilton	FL	27	21.8	8.8	14.1	1615	1235
Hardee	FL	44	20.6	5.3	10.5	4521	2056
Hendry	FL	34	18	6.7	10.7	3280	1366
Hernando	FL	331	12.1	6.5	21.3	3708	6709
Highlands	FL	93	13.9	9.8	15	4367	6483
Hillsborough	FL	1077	13	8.7	12.6	45253	26268
Holmes	FL	40	18.6	6.8	12	2126	2204
Indian River	FL	256	10	6.7	11.2	5541	7771
Jackson	FL	53	16.2	5.5	11.6	2718	2595
Jefferson	FL	24	16.2	10.9	9.8	1513	1441
Lafayette	FL	15	18.9	6.9	-1111.1	786	570
Lake	FL	291	10.2	6.4	15.5	7936	9180
Lee	FL	678	10.2	6.5	14.3	16382	16162
Leon	FL	369	14	11	10.7	9002	4664
Levy	FL	34	16.3	7	22.3	1998	2194
Liberty	FL	9	17.2	8.3	-1111.1	786	548
Madison	FL	28	18.3	10.8	10.3	2157	1943
Manatee	FL	414	10.8	7.2	14.5	9920	10038
Marion	FL	192	14	9	17.1	8844	10938
Martin	FL	251	9.2	8.6	15.5	3594	4937
Miami-Dade	FL	1221	18.9	5.9	9.1	97091	55624
Monroe	FL	77	10.2	5.1	17.7	3752	3584
Nassau	FL	99	8.9	8.3	12.9	3608	2686
Okaloosa	FL	195	9.9	9.1	14.1	7385	4235
Okeechobee	FL	51	15	6	18.6	2645	1870
Orange	FL	1127	13.2	7.5	9.9	43304	19432
Osceola	FL	175	13.1	6.5	14.6	8747	4251
Palm Beach	FL	643	10.9	7.4	12.5	42293	40726
Pasco	FL	576	11.9	6.6	18.7	11773	16150
Pinellas	FL	3315	12.1	7.6	16.3	27592	37641
Polk	FL	290	14	8.4	13	20747	15831
Putnam	FL	102	18.7	9.8	16.7	4581	4478
St. Johns	FL	265	8.1	6.5	13.2	4160	3529
St. Lucie	FL	422	12.9	5.7	14	6964	7078
Santa Rosa	FL	141	10	5.8	15	4665	2812
Sarasota	FL	641	8.4	5.1	17.1	8618	14238
Seminole	FL	1303	9.1	5.5	13	13633	8050
Sumter	FL	118	13.1	11	12.7	2271	3368
Suwannee	FL	56	16.4	12.4	18	2332	2237
Taylor	FL	19	16.7	8.1	18.4	2326	2099
Union	FL	62	18	7.1	17	1377	1603
Volusia	FL	444	12.2	5.7	17.2	14006	17854
Wakulla	FL	47	11	9.9	11.2	2519	1705
Walton	FL	48	13.4	5.5	17.1	2361	2181
Washington	FL	38	17.1	10.1	14.6	2292	2272
Appling	GA	35	17	13.5	8.9	2538	1731
Atkinson	GA	24	19.5	8.7	14.8	1624	705
Bacon	GA	36	17.9	5.4	10.1	1450	1204
Baker	GA	12	19.6		-1111.1	416	361
Baldwin	GA	175	17.6	14.9	12.7	2617	1972
Banks	GA	69	12.3	5.2	14.7	1670	1037
Barrow	GA	370	10.1	5.8	12.7	4299	1847
Bartow	GA	194	10.9	6.6	12.1	7175	3175
Ben Hill	GA	69	19.3	12.2	10.1	2808	2047
Berrien	GA	37	16.8	9.5	17.3	2435	1670
Bibb	GA	620	18.9	13.3	11.7	7609	4984
Bleckley	GA	56	15.3	11.6	20.1	1540	1216
Brantley	GA	35	15.9	5.8	12.4	1198	1195
Brooks	GA	33	20.1	9.5	12.8	1904	1975
Bryan	GA	65	10	5.2	14.8	3754	1423
Bulloch	GA	90	18.9	12.7	11.9	3465	1978
Burke	GA	28	21.7	11.5	11.4	3768	2283
Butts	GA	113	12.5	10.4	14.3	2715	1765
Calhoun	GA	21	24.7	12.3	-1111.1	900	709
Camden	GA	73	10.8	7.6	11.1	3827	981
Candler	GA	42	21.5	13	17	1525	1196
Carroll	GA	211	12.5	7.4	13.7	7420	3901
Catoosa	GA	375	10.6	5.9	10.8	3568	2233
Charlton	GA	14	19	11.9	9.8	1314	931
Chatham	GA	544	16.8	10.7	10.3	10951	6806
Chattahoochee	GA	59	14.5	8.1	16.4	2367	347
Chattooga	GA	85	14.6	11.1	11	3258	2762
Cherokee	GA	435	6.4	4.6	12.1	8121	2518
Clarke	GA	865	18.7	9.4	9.2	6806	3222
Clay	GA	17	24.5	7.1	-1111.1	601	497
Clayton	GA	1879	13.9	10.2	11.5	13391	4067
Clinch	GA	9	20.5	10.7	-1111.1	1167	756
Cobb	GA	1952	9.6	6.4	9.2	31600	9967
Coffee	GA	66	19.1	14.6	8	3212	1654
Colquitt	GA	80	19.6	12.7	12	3384	2241
Columbia	GA	358	6.8	5.9	11	6271	2689
Cook	GA	71	18	8.6	13	2349	1659
Coweta	GA	248	9.4	6.7	10.2	7499	3247
Crawford	GA	40	14.4	11.2	16.3	1310	896
Crisp	GA	80	23.1	14.8	11.5	3486	2486
Dade	GA	92	11.9	5.3	11.1	1888	1286
Dawson	GA	93	9.2	6.9	7.3	2347	976
Decatur	GA	48	20.9	10.8	9.4	2126	1527
DeKalb	GA	2528	13.2	9.2	9.7	32375	11887
Dodge	GA	39	18.1	8.2	12	2405	2159
Dooly	GA	30	21.1	9.4	13.5	1766	1193
Dougherty	GA	288	21.6	9.7	10	7864	4352
Douglas	GA	566	10	5.8	14	7237	3181
Early	GA	24	23.3	11.9	10.7	1864	1477
Echols	GA	11	19.3		-1111.1	193	211
Effingham	GA	98	9.9	8.9	14.2	2709	1331
Elbert	GA	56	16.1	6.7	13.4	2635	2334
Emanuel	GA	32	21.8	13	16	3242	2524
Evans	GA	62	20.6	10	14.6	1641	1115
Fannin	GA	57	13.2	10.8	17.9	2246	2278
Fayette	GA	529	5.2	4.6	8.3	4595	2759
Floyd	GA	184	15	8.1	13.9	6665	4948
Forsyth	GA	622	5.7	5.2	14.1	9882	2858
Franklin	GA	82	14.6	6.7	18.4	2616	2266
Fulton	GA	1732	16.2	8.7	8.7	40860	18471
Gilmer	GA	64	12.9	7.9	17.5	3130	1974
Glascock	GA	19	13.7		-1111.1	320	338
Glynn	GA	170	14.9	9.7	10.5	4849	3555
Gordon	GA	141	12.1	9.4	14.1	3932	1945
Grady	GA	53	19	12.8	14.9	3344	2482
Greene	GA	40	17.8	12.2	10.4	1986	1551
Gwinnett	GA	1678	8.2	6.5	9.6	34815	8012
Habersham	GA	142	12.1	7.6	13.2	2761	1713
Hall	GA	421	12	8.2	13.7	8676	3176
Hancock	GA	20	23.7	13.1	-1111.1	1281	1074
Haralson	GA	100	14.6	6.3	19.4	3448	2675
Harris	GA	60	8.4	9.5	18.7	2787	1934
Hart	GA	104	14.1	8.9	13.8	2472	2518
Heard	GA	38	14.8	19.5	15.2	1356	978
Henry	GA	520	6.6	7.5	14.7	11222	3854
Houston	GA	335	11.3	10.3	9.2	5027	2524
Irwin	GA	28	17.4	8.7	11.3	1155	1123
Jackson	GA	153	12.2	8.6	13.8	3717	1977
Jasper	GA	35	13.8	11.9	15.3	1306	1024
Jeff Davis	GA	39	17.7	11.3	13.8	2115	1355
Jefferson	GA	32	20.1	11.7	12.4	2765	2100
Jenkins	GA	25	21.9	6.3	-1111.1	1244	985
Johnson	GA	31	22.1	7	-1111.1	1278	999
Jones	GA	68	10.7	9.3	14.3	2598	1765
Lamar	GA	89	13.4	7.4	12.7	1957	1536
Lanier	GA	40	18.7	10.6	-1111.1	843	655
Laurens	GA	58	17.6	8.7	10.6	3332	2351
Lee	GA	87	9.1	6.4	11.4	2852	1105
Liberty	GA	111	15.1	10.7	12.3	7131	1355
Lincoln	GA	39	14.9	7.8	-1111.1	851	916
Long	GA	28	19.3	9	-1111.1	1579	553
Lowndes	GA	192	17.7	13.4	11.8	7606	3566
Lumpkin	GA	86	13.1	5.4	19.6	2406	1544
McDuffie	GA	84	17.5	13.2	9.1	3189	2310
McIntosh	GA	26	17.4	9.9	14.4	1478	1026
Macon	GA	34	21	13.1	11.2	2040	1569
Madison	GA	96	12.8	5.4	12	3461	2196
Marion	GA	20	20	18.8	-1111.1	995	714
Meriwether	GA	46	17.4	8.8	10.7	3064	2536
Miller	GA	22	19	10.8	-1111.1	832	768
Mitchell	GA	46	22.3	12.8	12.5	3354	2366
Monroe	GA	60	11.6	11.3	15	2597	1929
Montgomery	GA	36	18.4	7.8	-1111.1	1131	703
Morgan	GA	50	12	6.5	12.1	2048	1415
Murray	GA	118	12.8	5.1	10	2733	1266
Muscogee	GA	857	16.8	15.8	11.4	8901	5470
Newton	GA	314	11.2	6.6	12.1	6093	2583
Oconee	GA	160	7.1	8	8.5	2904	1500
Oglethorpe	GA	31	12.4	4.1	12.3	1345	1083
Paulding	GA	359	6.8	4.2	11.9	7693	2211
Peach	GA	164	18.8	11.2	13	3726	2011
Pickens	GA	123	10.2	7.4	13.4	2809	1969
Pierce	GA	50	16.5	6.3	12.2	2264	1586
Pike	GA	74	10.5	4.3	12.5	1765	1163
Polk	GA	130	14.6	7.1	17.4	3393	2178
Pulaski	GA	39	16.8	5.4	11.4	1223	1090
Putnam	GA	58	13.6	12	14.6	2273	1661
Quitman	GA	16	20		-1111.1	337	311
Rabun	GA	43	12.1	5.8	10.4	1713	1641
Randolph	GA	17	23.6	18.7	-1111.1	1124	1115
Richmond	GA	604	18.6	10.7	12	9606	5831
