County	State	Population_Density	Poverty	Infant_Mortality	Suicide	Total_Births	Total_Deaths
Hanover	VA	206	5.3	3.5	10.9	5409	3192
Henrico	VA	1179	7.9	8	11.9	11013	6989
Henry	VA	148	13.5	8.5	19	3190	2964
Highland	VA	6	11.7		-1111.1	159	348
Isle of Wight	VA	106	9.3	5.2	14.4	1719	1385
James City	VA	402	7.2	6.9	7	2475	1918
King and Queen	VA	21	11.6	1.6	15.2	735	765
King George	VA	115	7	7.8	17.7	2425	1180
King William	VA	53	7.1	9.9	7.7	1786	1190
Lancaster	VA	87	13.3	6.2	10.8	1065	2046
Lee	VA	54	21.4	7.9	18.6	2565	3037
Loudoun	VA	492	3.7	4.2	10.2	12465	2212
Louisa	VA	60	10.2	6.8	17.8	3120	2454
Lunenburg	VA	31	17.2	14.3	13.8	1161	1459
Madison	VA	42	9.4	7.8	13.4	1305	1232
Mathews	VA	107	8.7	7.3	10.5	758	1337
Mecklenburg	VA	52	15.3	9	12.7	1785	2056
Middlesex	VA	81	11.5	4.6	11.8	734	1384
Montgomery	VA	217	15.1	5.2	8.1	4043	2569
Nelson	VA	32	11.2	5.6	17.7	1578	1646
New Kent	VA	77	5.6	9	20.7	1472	952
Northampton	VA	65	18	9	7.2	1606	1988
Northumberland	VA	67	12.2	9.6	12.5	1052	1724
Nottoway	VA	49	17.2	13.7	13.2	1780	2176
Orange	VA	89	8.6	7.2	14.7	3065	2802
Page	VA	77	11.9	8.5	12.6	2597	2431
Patrick	VA	40	14.1	6.6	21	1836	2113
Pittsylvania	VA	64	12.4	8	16.9	3620	3040
Powhatan	VA	102	5.9	5.7	11	2522	1309
Prince Edward	VA	58	18.3	14.6	8.2	2130	2151
Prince George	VA	138	9.3	8.9	12.2	1905	832
Prince William	VA	1032	6.1	6.8	7.8	17032	3553
Pulaski	VA	109	13	7.1	18.9	1831	2062
Rappahannock	VA	27	7.4	5.6	13.5	772	658
Richmond	VA	48	15.5	6.9	16.5	793	1143
Roanoke	VA	351	6.9	6.2	13.2	4650	4325
Rockbridge	VA	35	9.8	3.8	13.7	1955	1919
Rockingham	VA	84	9	6	9.2	4360	2824
Russell	VA	61	16.7	4.5	21.3	1544	1636
Scott	VA	43	15.3	9.3	27.2	2371	3023
Shenandoah	VA	77	8.9	3.8	17.1	2095	1975
Smyth	VA	72	14.8	6.3	14.4	1752	2012
Southampton	VA	29	13.9	7	11.2	1755	1782
Spotsylvania	VA	291	6	6	11.7	7122	2885
Stafford	VA	436	5	5	9.2	7144	2195
Surry	VA	25	10.9	11.1	-1111.1	717	713
Sussex	VA	25	17	6.6	15.2	1191	1382
Tazewell	VA	86	15.5	9.4	20.2	2329	2747
Warren	VA	166	9.6	5.4	12.9	2215	1494
Washington	VA	93	12.2	4.7	15.3	2741	2693
Westmoreland	VA	75	13.8	12.7	12.4	1854	2131
Wise	VA	104	19.4	8.1	21.5	2477	2350
Wythe	VA	61	12.7	4.8	18.4	1651	1723
York	VA	585	5	6.3	7.9	3178	1632
Alexandria City	VA	8915	8.8	5.9	8.5	7852	2432
Bedford City	VA	901	15.8	6.7	18.9	796	1203
Bristol City	VA	1344	16.4	4.8	17.3	1648	2551
Buena Vista City	VA	942	11.6	8.9	-1111.1	770	857
Charlottesville City	VA	3941	17.8	7.4	11.6	2553	1737
Chesapeake City	VA	643	9.1	11.5	7.9	8349	4221
Colonial Heights City	VA	2349	7.4	6.7	13.8	2847	2044
Covington City	VA	1094	12.7	6.6	-1111.1	834	1031
Danville City	VA	1072	19.3	10.1	19.3	2861	3768
Emporia City	VA	811	16.4	13.6	-1111.1	735	1109
Fairfax City	VA	3481	5.5	6.7	13.2	3271	2080
Falls Church City	VA	5418	3	5.4	9.4	1866	790
Franklin City	VA	1029	17.3	9.8	11.3	1154	1332
Fredericksburg City	VA	1971	14.1	9.1	15.1	3936	2179
Galax City	VA	811	17.9	5.3	19.5	1023	1212
Hampton City	VA	2811	13.1	11.6	8.5	5611	3410
Harrisonburg City	VA	2303	17.9	5.9	10.4	2382	1298
Hopewell City	VA	2216	16.4	10.5	14.4	3525	2654
Lexington City	VA	2721	16.1		-1111.1	558	767
Lynchburg City	VA	1356	17.5	9.2	11	4221	4057
Manassas City	VA	3783	7.5	4.5	-1111.1	3593	959
Manassas Park City	VA	4667	6.5	6.3	-1111.1	1915	347
Martinsville City	VA	1362	17.9	2.4	19.9	1907	2598
Newport News City	VA	2634	14	11.7	10.1	9587	4220
Norfolk City	VA	4317	19.8	11	12.6	12143	6226
Norton City	VA	488	18.1		-1111.1	426	506
Petersburg City	VA	1425	18.5	12.6	9.1	2706	2471
Poquoson City	VA	761	4.8	6.5	12.8	1267	986
Portsmouth City	VA	3021	16.5	14.2	13.4	4726	3254
Radford City	VA	1484	18.5	6.8	19.1	1317	1023
Richmond City	VA	3226	20.2	14.8	11.5	9287	6989
Roanoke City	VA	2160	16.9	10.5	16.1	6456	6277
Salem City	VA	1690	8.4	7.6	11.2	2528	3045
Staunton City	VA	1184	13.1	6.6	14.5	2527	2964
Suffolk City	VA	197	11.4	10.3	9.5	5061	3196
Virginia Beach City	VA	1766	8	7.1	9.8	18786	7655
Waynesboro City	VA	1385	13.1	8.1	19.7	2731	2330
Williamsburg City	VA	1376	17.5	11.2	16.4	1192	1288
Winchester City	VA	2692	12	8	15.8	3336	2628
