County	State	Population_Density	Poverty	Infant_Mortality	Suicide	Total_Births	Total_Deaths
Dawson	TX	16	22.5	7.5	8.2	2117	1450
Deaf Smith	TX	12	17.7	8.8	9.4	3651	1563
Delta	TX	20	16.1	7.2	-1111.1	618	772
Denton	TX	624	8.3	5.3	8.8	24872	5750
DeWitt	TX	23	19	5.9	12.9	2295	2757
Dickens	TX	3	18.5		-1111.1	228	419
Dimmit	TX	8	28.3	6.5	-1111.1	1707	869
Donley	TX	4	16.4	19.9	-1111.1	407	577
Duval	TX	7	25.2	3.9	8.7	2041	1209
Eastland	TX	20	18.1	9.9	10.9	2223	2875
Ector	TX	139	19.3	6.4	11.2	6752	3110
Edwards	TX	1	22.8		-1111.1	248	190
Ellis	TX	142	10.9	5.8	11.8	5662	2694
El Paso	TX	712	25.7	4.1	7.5	42470	12662
Erath	TX	31	15.8	4.4	11.6	2248	1586
Falls	TX	23	21.6	8.3	11.8	2164	2385
Fannin	TX	37	15.4	5.6	14.5	1780	2116
Fayette	TX	24	12.5	5.3	13	2519	3054
Fisher	TX	5	14.3		-1111.1	409	596
Floyd	TX	7	20.5	10.6	-1111.1	1263	842
Foard	TX	2	15.6		-1111.1	191	226
Fort Bend	TX	530	8.4	4.6	9.5	16800	4795
Franklin	TX	36	13.7	7.1	-1111.1	928	1058
Freestone	TX	21	15	9.7	20.7	2047	2070
Frio	TX	14	27.8	6.4	-1111.1	2647	1171
Gaines	TX	10	18.9	5.1	-1111.1	2622	966
Galveston	TX	697	13.7	8.3	14.4	11571	6808
Garza	TX	6	19.5	4.8	-1111.1	678	573
Gillespie	TX	22	10.8	5	17.9	2196	2708
Glasscock	TX	1	10.4		-1111.1	171	55
Goliad	TX	8	15.2	5.9	18.1	743	684
Gonzales	TX	18	18.8	4.3	11.2	2827	2106
Gray	TX	23	15	8.9	16.1	2778	2792
Grayson	TX	125	13.5	7.2	14	4718	3705
Gregg	TX	422	16.4	6.8	18.4	5568	3556
Grimes	TX	32	16.8	6.1	17.4	3102	2294
Guadalupe	TX	145	12.1	6.1	10.4	5925	3210
Hale	TX	36	20.1	8	-1111.1	3230	1509
Hall	TX	4	22.4	3.8	-1111.1	579	610
Hamilton	TX	10	15.8	7.1	32.1	924	1433
Hansford	TX	6	13.7	3.9	-1111.1	833	566
Hardeman	TX	6	16.5	9.9	-1111.1	566	717
Hardin	TX	57	12.5	5.4	13.6	3160	2369
Harris	TX	2136	16.2	6	10.8	195600	62223
Harrison	TX	71	16.1	8.4	11.3	4029	3087
Hartley	TX	4	9.4	12.4	-1111.1	683	343
Haskell	TX	6	19.9	6.8	-1111.1	655	1015
Hays	TX	184	12.4	3.2	10.5	7602	2683
Hemphill	TX	4	9.6		-1111.1	414	343
Henderson	TX	92	16.6	7	17.3	4834	4505
Hidalgo	TX	432	31	4	5.2	46999	9118
Hill	TX	37	16.1	6.3	17.8	2385	2076
Hockley	TX	25	17.5	3.2	10.8	3502	2017
Hood	TX	114	11.1	5.9	14	2363	2356
Hopkins	TX	43	14.7	6.6	13.2	2287	1870
Houston	TX	19	21.4	5.7	15.8	2537	3155
Howard	TX	36	19.8	5.9	17	2215	1868
Hudspeth	TX	1	28.6		-1111.1	417	181
Hunt	TX	98	15.4	6.4	15.3	5436	3759
Hutchinson	TX	25	12.6	8.9	15.5	3249	2559
Irion	TX	2	10.6		-1111.1	138	125
Jack	TX	10	14.1	8.6	-1111.1	899	921
Jackson	TX	17	14.1	3.4	10.1	1954	1593
Jasper	TX	38	18.4	6.8	14.9	2500	2026
Jeff Davis	TX	1	14.6		-1111.1	173	191
Jefferson	TX	274	18.1	8.8	10.7	10114	7718
Jim Hogg	TX	4	22.5	7	-1111.1	784	496
Jim Wells	TX	47	22	5.1	6.3	3127	1756
Johnson	TX	201	10.9	6.2	12.5	5839	3211
Jones	TX	21	20.6	10.3	19.2	1836	2151
Karnes	TX	20	23.7	6.8	13.3	1773	1571
Kaufman	TX	113	11.5	5	16.3	5644	3490
Kendall	TX	43	9.2	2.9	19	2973	2130
Kenedy	TX	0	13.2		-1111.1	64	40
Kent	TX	1	9.4		-1111.1	62	155
Kerr	TX	42	13.7	6.7	13.1	2535	3122
Kimble	TX	4	17.1	10.5	-1111.1	514	586
King	TX	0	14.9		-1111.1	26	12
Kinney	TX	2	19.5		-1111.1	382	365
Kleberg	TX	35	22.8	5.5	8.3	2562	1143
Knox	TX	4	20.9		-1111.1	538	647
Lamar	TX	54	17.8	5.1	18.6	3323	2890
Lamb	TX	14	19.4	9.6	13.8	2295	1798
Lampasas	TX	28	13.8	9.8	18.3	2362	1802
La Salle	TX	4	26.9	6	-1111.1	920	522
Lavaca	TX	20	13.3	4.7	11.7	2350	2726
Lee	TX	26	12.3	4.7	8.5	2118	1498
Leon	TX	15	14.4	5.6	21.1	1772	1953
Liberty	TX	65	16.3	6.8	15.9	5284	3400
Limestone	TX	25	18	5.1	15.8	2823	3084
Lipscomb	TX	3	13.7		-1111.1	384	361
Live Oak	TX	11	17.8	5.6	15.3	1182	1038
Llano	TX	20	12.3	8	17.8	1348	2485
Loving	TX	0	13.4		-1111.1	2	5
Lubbock	TX	280	17.6	5.8	12.8	11838	6008
Lynn	TX	7	18.9	8.4	16.3	919	679
McCulloch	TX	7	20.6	6.9	12.1	1104	1300
McLennan	TX	216	18	8.2	9.5	9877	5923
McMullen	TX	1	13.4		-1111.1	53	84
Madison	TX	28	19.4	6.6	12.1	1491	1340
Marion	TX	29	21.2	7.6	12.5	1141	1435
Martin	TX	5	17.2	6.3	-1111.1	706	477
Mason	TX	4	14.2		-1111.1	330	559
Matagorda	TX	34	18.1	7.2	13.3	2768	1886
Maverick	TX	40	29.8	3.7	6.1	5148	1319
Medina	TX	32	16.2	5.8	9.2	2756	1565
Menard	TX	2	21.4		-1111.1	247	370
Midland	TX	135	15.4	6.5	12.6	5498	2805
Milam	TX	25	16.7	4.8	9.7	3412	2904
Mills	TX	7	16.2		22.3	471	750
Mitchell	TX	10	22	4.7	14.4	945	1200
Montague	TX	21	14.8	2.9	18.6	2283	3014
Montgomery	TX	362	10.4	6.4	15.8	14960	6517
Moore	TX	23	14	7.8	13.5	3951	1409
Morris	TX	51	17.1	4.7	19.9	1633	1805
Motley	TX	1	15.4		-1111.1	140	214
Nacogdoches	TX	64	19.9	7.7	10	4305	2668
Navarro	TX	48	17.2	7.9	15.2	3420	2617
Newton	TX	15	20.1	4.8	10.5	1623	1418
Nolan	TX	16	20.1	6.3	16.5	2294	1939
Nueces	TX	383	19.6	6	10.7	15100	7536
Ochiltree	TX	10	11.9	3.7	17.3	1470	792
Oldham	TX	1	13.2		-1111.1	238	188
Orange	TX	238	14.5	7.3	13.5	5498	4370
Palo Pinto	TX	29	16.3	9.9	18	1818	1713
Panola	TX	29	14.6	11.1	8.6	2774	2528
Parker	TX	114	11	5.4	13.5	5593	3711
Parmer	TX	11	14.6	14.3	14.1	1718	863
Pecos	TX	3	21	8.1	11.7	2202	1183
Polk	TX	44	16.8	7.2	17.7	2488	2755
Potter	TX	132	20.8	10.1	19.7	6516	3683
Presidio	TX	2	27.7	2.3	-1111.1	1429	459
Rains	TX	49	14.2	11.1	12.8	897	999
Randall	TX	120	8.5	8.8	14.6	6513	3701
Reagan	TX	3	12.7	1.9	-1111.1	574	288
Real	TX	4	20.6		-1111.1	326	389
Red River	TX	13	19	4.7	21.2	1682	2180
Reeves	TX	4	27.1	5.3	8.8	2118	1112
Refugio	TX	10	15.9	1.1	-1111.1	993	903
Roberts	TX	1	7.3		-1111.1	65	99
Robertson	TX	19	19.1	3.8	13.6	2360	2039
Rockwall	TX	489	6.8	5	13.9	3631	1509
Runnels	TX	10	18.3	8.2	14	1494	1521
Rusk	TX	52	15.3	8.4	13.4	2972	2705
Sabine	TX	21	16.4	13.6	14.6	1069	1683
San Augustine	TX	17	19.8	6.4	21.6	1042	1296
San Jacinto	TX	43	17.6	5.2	20.1	2313	2013
San Patricio	TX	100	17.9	6.8	10.1	5766	2686
San Saba	TX	5	18.3	3.4	-1111.1	631	790
Schleicher	TX	2	16.4		-1111.1	376	317
Scurry	TX	18	17.4	2.5	11.6	2224	1759
Shackelford	TX	3	12.9		-1111.1	345	465
Shelby	TX	33	18.5	10.1	10.2	3561	3211
Sherman	TX	3	13.1		-1111.1	400	281
Smith	TX	205	14.7	8.6	15.8	8300	5289
Somervell	TX	40	10.1	5	17.6	873	683
Starr	TX	50	36.2	4.9	5.8	7325	1340
Stephens	TX	11	19.1	6.9	11.4	1269	1188
Sterling	TX	1	12		-1111.1	148	111
Stonewall	TX	1	16.2		-1111.1	176	260
Sutton	TX	3	13.6	3.5	-1111.1	643	359
Swisher	TX	9	20.1	6.9	14.4	1268	877
Tarrant	TX	1877	12.9	7.5	9.8	80771	29109
Taylor	TX	137	16.3	8.4	10.4	6065	3555
Terrell	TX	0	18		-1111.1	95	132
Terry	TX	14	21.8	1.6	12.3	2036	1218
Throckmorton	TX	2	12.9		-1111.1	169	263
Titus	TX	72	16.4	5.5	15.1	2546	1338
Tom Green	TX	68	16.7	8	15.9	4738	3035
Travis	TX	898	13.9	5.8	12.9	43572	12200
Trinity	TX	21	17.8	12.6	19	1544	1892
Tyler	TX	22	17.5	13.1	12.1	2219	2448
Upshur	TX	64	15.9	7.3	15.4	2332	2101
Upton	TX	2	16.3		-1111.1	487	349
Uvalde	TX	17	23.4	4.7	7.7	2350	1174
Val Verde	TX	15	22.4	5.7	8.8	4568	1561
Van Zandt	TX	62	14	4.3	20.2	3053	2930
Victoria	TX	97	15.5	6.1	11.2	6733	3466
Walker	TX	80	19.4	6.2	13.8	3069	2139
Waller	TX	68	17.5	3.2	12.1	2466	1189
Ward	TX	12	17.1	7.1	10.4	1573	1073
Washington	TX	52	13.6	4.6	5.8	1956	1729
Webb	TX	67	27.1	5.3	6	17803	3046
Wharton	TX	38	15.6	5.3	10.3	3185	2056
Wheeler	TX	5	13.8	7.6	23.7	574	883
Wichita	TX	201	15.6	8.9	13.2	5643	3875
Wilbarger	TX	14	15.9	6.7	9.6	1995	1844
Willacy	TX	34	30.2	4	5.8	3972	1186
Williamson	TX	297	6.9	4.9	7.9	14947	3857
Wilson	TX	47	12	6.9	9	2171	1313
Winkler	TX	8	16.4	5	21.9	1120	762
Wise	TX	63	10.8	6.2	13.3	3392	2131
Wood	TX	63	15.2	8.4	14.8	2135	2603
Yoakum	TX	9	15.5	3.6	17.8	1256	566
Young	TX	20	16.4	6.4	17.2	2222	2563
Zapata	TX	13	27	5	10.5	2409	851
Zavala	TX	9	32.7	4.8	12.1	2125	922
