County	State	Population_Density	Poverty	Infant_Mortality	Suicide	Total_Births	Total_Deaths
Hancock	GA	20	23.7	13.1	-1111.1	1281	1074
Haralson	GA	100	14.6	6.3	19.4	3448	2675
Harris	GA	60	8.4	9.5	18.7	2787	1934
Hart	GA	104	14.1	8.9	13.8	2472	2518
Heard	GA	38	14.8	19.5	15.2	1356	978
Henry	GA	520	6.6	7.5	14.7	11222	3854
Houston	GA	335	11.3	10.3	9.2	5027	2524
Irwin	GA	28	17.4	8.7	11.3	1155	1123
Jackson	GA	153	12.2	8.6	13.8	3717	1977
Jasper	GA	35	13.8	11.9	15.3	1306	1024
Jeff Davis	GA	39	17.7	11.3	13.8	2115	1355
Jefferson	GA	32	20.1	11.7	12.4	2765	2100
Jenkins	GA	25	21.9	6.3	-1111.1	1244	985
Johnson	GA	31	22.1	7	-1111.1	1278	999
Jones	GA	68	10.7	9.3	14.3	2598	1765
Lamar	GA	89	13.4	7.4	12.7	1957	1536
Lanier	GA	40	18.7	10.6	-1111.1	843	655
Laurens	GA	58	17.6	8.7	10.6	3332	2351
Lee	GA	87	9.1	6.4	11.4	2852	1105
Liberty	GA	111	15.1	10.7	12.3	7131	1355
Lincoln	GA	39	14.9	7.8	-1111.1	851	916
Long	GA	28	19.3	9	-1111.1	1579	553
Lowndes	GA	192	17.7	13.4	11.8	7606	3566
Lumpkin	GA	86	13.1	5.4	19.6	2406	1544
McDuffie	GA	84	17.5	13.2	9.1	3189	2310
McIntosh	GA	26	17.4	9.9	14.4	1478	1026
Macon	GA	34	21	13.1	11.2	2040	1569
Madison	GA	96	12.8	5.4	12	3461	2196
Marion	GA	20	20	18.8	-1111.1	995	714
Meriwether	GA	46	17.4	8.8	10.7	3064	2536
Miller	GA	22	19	10.8	-1111.1	832	768
Mitchell	GA	46	22.3	12.8	12.5	3354	2366
Monroe	GA	60	11.6	11.3	15	2597	1929
Montgomery	GA	36	18.4	7.8	-1111.1	1131	703
Morgan	GA	50	12	6.5	12.1	2048	1415
Murray	GA	118	12.8	5.1	10	2733	1266
Muscogee	GA	857	16.8	15.8	11.4	8901	5470
Newton	GA	314	11.2	6.6	12.1	6093	2583
Oconee	GA	160	7.1	8	8.5	2904	1500
Oglethorpe	GA	31	12.4	4.1	12.3	1345	1083
Paulding	GA	359	6.8	4.2	11.9	7693	2211
Peach	GA	164	18.8	11.2	13	3726	2011
Pickens	GA	123	10.2	7.4	13.4	2809	1969
Pierce	GA	50	16.5	6.3	12.2	2264	1586
Pike	GA	74	10.5	4.3	12.5	1765	1163
Polk	GA	130	14.6	7.1	17.4	3393	2178
Pulaski	GA	39	16.8	5.4	11.4	1223	1090
Putnam	GA	58	13.6	12	14.6	2273	1661
Quitman	GA	16	20		-1111.1	337	311
Rabun	GA	43	12.1	5.8	10.4	1713	1641
Randolph	GA	17	23.6	18.7	-1111.1	1124	1115
Richmond	GA	604	18.6	10.7	12	9606	5831
Rockdale	GA	601	10.9	3.2	10.3	5044	2540
Schley	GA	25	15.4	9.7	-1111.1	567	391
Screven	GA	24	18.5	13.2	12.4	1998	1706
Seminole	GA	39	20.8	10.9	-1111.1	1308	1068
Spalding	GA	310	16.3	12.3	15.5	4479	3067
Stephens	GA	140	15.6	4.6	14.7	1746	1570
Stewart	GA	11	21.2	15.9	-1111.1	651	724
Sumter	GA	68	20.8	8.5	8.1	2602	1747
Talbot	GA	17	18.1	10.8	-1111.1	802	843
Taliaferro	GA	9	21.4		-1111.1	224	265
Tattnall	GA	48	21.8	8.5	17.5	3183	2123
Taylor	GA	24	20.1	11.8	15.4	1237	1007
Telfair	GA	30	23.1	7.9	14.7	1576	1614
Terrell	GA	32	22.7	16	9.7	1751	1277
Thomas	GA	82	16.9	8.5	12	3172	2419
Tift	GA	154	18.1	8.9	12	3130	1750
Toombs	GA	74	21.1	6.9	10.2	2173	1431
Towns	GA	62	12.1	3.9	16.7	817	1136
Treutlen	GA	34	22	8.6	-1111.1	898	760
Troup	GA	150	15.2	9.1	13.2	4704	3279
Turner	GA	33	22.2	12.8	-1111.1	1492	1082
Twiggs	GA	29	16.5	11.6	18.4	1258	1053
Union	GA	61	12.8	9.5	12.5	1603	1983
Upson	GA	85	16.4	5.2	19.1	1718	1808
Walker	GA	143	14.1	10	10.3	3986	3500
Walton	GA	230	10.6	6.2	10.8	5194	2455
Ware	GA	38	18.9	7.4	15	2444	2131
Warren	GA	21	20.1	14.8	-1111.1	826	818
Washington	GA	30	19.5	11	12.2	2636	2163
Wayne	GA	44	17.5	10.8	11.7	1847	1288
Webster	GA	11	17.2		-1111.1	267	260
Wheeler	GA	23	24	3.2	-1111.1	690	588
White	GA	100	11.8	9.7	18.1	2420	1743
Whitfield	GA	313	12.1	6.7	12.2	8918	3541
Wilcox	GA	23	22.2	13.6	-1111.1	1134	896
Wilkes	GA	22	16.9	11	12	1308	1396
Wilkinson	GA	23	15.2	12.6	20.4	1599	1061
Worth	GA	39	17.4	6.4	11.2	2771	1952
